"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Dobropis #%1$s | %3$s | %2$s (%4$s)"
"Credit Memo Comment Email Sender","Email odesilatele komentáře k dobropisu"
"Credit Memo Comment Email Template","Šablona emailu komentáře dobropisu"
"Credit Memo Comment Email Template for Guest","Šablona emailu komentáře k dobropisu pro návštěvníky"
"Credit Memo Comments","Komentáře dobropisu"
"Credit Memo Email Sender","E-mail odesilatele dobropisu"
"Credit Memo Email Template","Šablona emailu dobropisu"
"Credit Memo Email Template for Guest","Šablona emailu dobropisu pro návštěvníky"
"Credit Memo Update","Aktualizovat dobropis"
"Credit Memo Update for Guest","Aktualizace dobropisu pro návštěvníky"
"Credit Memos","Dobropisy"
"Credit memo has been created automatically","Dobropis byl vytvořen automaticky"
"Creditmemo","Dobropis"
"Custom Price","Vlastní cena"
"Custom Value","Uživatelská hodnota"
"Customer","Zákazník"
"Customer Can Define Start Date","Zákazník může zvolit datum začátku"
"Customer Email","Jméno zákazníka"
"Customer Group","Skupina zákazníků"
"Customer Last Name","Jméno zákazníka"
"Customer My Account Order Creditmemo View","Zobrazit dobropisy"
"Customer My Account Order History","Historie objednávek"
"Customer My Account Order Invoice View","Zobrazení faktur"
"Customer My Account Order Shipment View","Zobrazení zásilek"
"Customer My Account Order View","Zobrazení objednávek"
"Customer Name","Jméno zákazníka"
"Customer's Current Activities","Současné aktivity zákazníka"
"Date","Datum"
"Date Shipped","Datum odeslání"
"Default Status","Nový stav"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Výchozí logo, bude použito v PDF a HTML dokumentech.<br/>(jpeg, tiff, png)"
"Delete","Smazat"
"Denied the payment online.","Online vrácené množství od: %s."
"Deny Payment","Čekající platba"
"Description Message","Poznámka"
"Discount","Sleva"
"Discount (%s)","Sleva (%s)"
"Discount Amount","Množstevní sleva"
"Display Order ID in Header","Zobrazit ID objednávky v hlavičce"
"Edit","Upravit"
"Edit Order","Upravit objednávku"
"Edit Order #%s","Upravit objednávku %s"
"Edit Order %s %s Address","Upravit objednávku %s"
"Edit Order Status","Stav objednávky"
"Email","E-mail"
"Email Copy of Credit Memo","Poslat kopii dobropisu na email"
"Email Copy of Invoice","Kopii faktury na email"
"Email Copy of Shipment","Kopii zásilky na email"
"Email Order Confirmation","Email potvrzení objednávky"
"Enable","Povolený"
"Enabled","Povoleno"
"Error to Show in Shopping Cart","Chyby zobrazené v nákupním košíku"
"Excel XML","Excel XML"
"Excl. Tax","Bez daně"
"Expired","Uplynula platnost"
"Failed to cancel the billing agreement.","Platbu se nepodařilo zrušit."
"Failed to create billing agreement for this order.","Nepodařilo se vytvořit platební podmínky pro objednávku."
"Failed to finish billing agreement wizard.","Nepodařilo se dokončit průvodce platebními podmínkami."
"Failed to send the order email.","Objednávkový email se nepodařilo odeslat."
"Failed to start billing agreement wizard.","Nepodařilo se spustit průvodce platebními podmínkami."
"Failed to update the payment.","Platbu se nepodařilo zrušit."
"Failed to update the profile.","Platbu se nepodařilo zrušit."
"Failed to void the payment.","Platbu se nepodařilo zrušit."
"Fetch","Dosáhnout (Fetch)"
"First Name","Od jméno"
"From","Od"
"From Name","Od jméno"
"From:","Od:"
"G.T. (Base)","Celkový součet (základ)"
"G.T. (Purchased)","Celkový součet (zakoupený)"
"General Information","Informace o objednávce"
"Get Payment Update","Aktualizace zásilky"
"Get Update","Aktualizace objednávky"
"Get shipping methods and rates","Získat dopravní metody a sazby"
"Gift Message","Přání"
"Gift Message for This Order","Přání k této objednávce"
"Gift Message for the Entire Order","Přání přiložené k objednávce"
"Gift Message for this Order","Přání k této objednávce"
"Gift Options","Vlastní možnosti"
"Grand Total","Celkový součet"
"Grand Total to be Charged","Celkově účtovaný součet"
"Guest","Návštěvník"
"Hold","Podržet"
"Hold action is not available.","Akce podržet není dostupná"
"Hold order","Podržet objednávku"
"ID","ID"
"ID #","ID"
"If empty, the default description above will be used.","Pokud je prázdné, použije se výchozí popis"
"If empty, the default error above will be used.","Pokud je prázdné, použije se výchozí chyba"
"If the invoice was created offline, try creating an offline creditmemo.","Pokud byla faktura vytvořena offline, pokuste se vytvořit offline dobropis."
"Incl. Tax","S daní"
"Information","Informace"
"Initial Fee","Počáteční poplatek"
"Initial Fees","Počáteční poplatky"
"Initial period payment","Začátek platebního období"
"Invalid block: %s.","Chybný blok: %s"
"Invalid carrier specified.","Vybrán chybný přepravce."
"Invalid draw line data. Please define ""lines"" array.","Chybná data draw line. Prosím definujte pole ""lines"""
"Invalid entity model","Chybný model zobrazení"
"Invalid item option format.","Chybný formát položky"
"Invalid qty to invoice item ""%s""","Chybné množství položky ""%s"" ve faktuře"
"Invalid qty to refund item ""%s""","Neplatné množství položky ""%s"""
"Invalid qty to ship for item ""%s""","Neplatné množství pro doručení položky ""%s"""
"Invalid renderer model","Chybný model zobrazení"
"Invalid request for adding product to quote.","Chybný požadavek množství pro přidávané zboží"
"Invoice","Faktura"
"Invoice #","Faktura"
"Invoice # ","Faktura # "
"Invoice #%1$s | %2$s | %4$s (%3$s)","Faktura #%1$s | %2$s | %4$s (%3$s)"
"Invoice #%s","Faktura %s"
"Invoice Comment Email Sender","Email odesilatele komentáře k faktuře"
"Invoice Comment Email Template","Šablona emailu komentáře faktury"
"Invoice Comment Email Template for Guest","Šablona emailu komentáře faktury pro návštěvníky"
"Invoice Comments","Poznámky k faktuře"
"Invoice Date","Datum faktury"
"Invoice Email Sender","Odesilatel faktury"
"Invoice Email Template","Šablona emailu faktury"
"Invoice Email Template for Guest","Šablona emailu faktury pro návštěvníky"
"Invoice Update","Aktualizace faktury"
"Invoice Update for Guest","Aktualizace faktury pro návštěvníky"
"Invoice and Packing Slip Design","Logo a adresa odesilatele"
"Invoice and Ship","Faktura a zásilka"
"Invoice canceling problem.","Chyba při rušení faktury"
"Invoice cannot be canceled.","Faktura nemůže být zrušena."
"Invoice cannot be captured.","Faktura nemůže být zachycena"
"Invoice cannot be voided.","Faktura nemůže být nulová"
"Invoice capturing problem.","Chyba při zachytávání faktury"
"Invoice void problem","Problém nulové faktury"
"Invoice will be created without communication with payment gateway.","Faktura bude vytvořena bez komunikace s platební bránou."
"Invoiced","Fakturováno"
"Invoices","Faktury"
"Is Closed","Uzavřeno"
"Item","Položka"
"Item Status","Stav položky"
"Item object is not specified.","Objekt položky není specifikován."
"Item options declaration error.","Možnosti položek uznat chybu."
"Item ordered qty","Objednaných položek"
"Item qty declaration error.","Zvoleno chybné množství"
"Items","Položka"
"Items Invoiced","Fakturované položky"
"Items Ordered","Objednané položky"
"Items Refunded","Vrácené položky"
"Items Shipped","Odeslané položky"
"Items maximum quantity or price do not allow checkout.","Množství zboží nebo cena nedovolují pokračovat k pokladně."
"Items options declaration error.","Možnosti položek uznat chybu."
"Items to Refund","Položky k vrácení"
"Items to Ship","Položky k doručení"
"Key","Klič"
"Last Name","Jméno zákazníka"
"Last Ordered Items","Poslední objednané položky"
"Last status can't be unassigned from state.","Poslední stav nemůže být odebrán ze stavu."
"Link to the New Order","Odkaz na novou objednávku"
"Link to the Previous Order","Odkaz na předchozí objednávku"
"Logo for HTML Print View","Logo pro HTML tiskové náhledy"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo jen pro HTML dokumenty. Pokud ponecháte prázdné, použije se výchozí logo.<br/>(jpeg, gif, png)"
"Logo for PDF Print-outs (200x50)","Logo pro PDF tiskové výstupy (200x50)"
"Manage","Zpráva"
"Maximum shipping amount allowed to refund is: %s","Maximální povolená částka pro vrácení poštovného je: %s"
"Message","Zpráva"
"Message:","Zpráva:"
"Minimum Amount","Minimální množství"
"Minimum Order Amount","Minimální objednací množství"
"Mixed","Smíšené"
"Move to Shopping Cart","Přesunout do košíku"
"Move to Wishlist","Přesunout do seznamu přání"
"Multi-address Description Message","Popis pro doručení na více adres"
"Multi-address Error to Show in Shopping Cart","Ukázat v košíku chybu více adres"
"My Orders","Moje objednávky"
"My Orders - Details","Moje objednávky – detaily"
"N/A","nedefinováno"
"Name","Název"
"New","Nový"
"New Billing Agreement","Fakturační adresa"
"New Credit Memo","Nový dobropis"
"New Credit Memo for Guest","Nový dobropis pro návštěvníka"
"New Invoice","Nová faktura"
"New Invoice and Shipment for Order #%s","Nová faktura a zásilka pro objednávku číslo: %s"
"New Invoice for Guest","Nová faktura pro návštěvníka"
"New Invoice for Order #%s","Nová faktura pro objednávku číslo: %s"
"New Order","Nová objednávka"
"New Order Confirmation Email Sender","Odesilatel potvrzujícího emailu "
"New Order Confirmation Template","Šablona potvrzující novou objednávku"
"New Order Confirmation Template for Guest","Šablona potvrzující novou objednávku pro návštěvníka"
"New Order RSS","Nová objednávka RSS"
"New Order Status","Stav objednávky"
"New Order for Guest","Nová objednávka pro návštěvníka"
"New Shipment","Nová zásilka"
"New Shipment for Guest","Nová zásilka pro návštěvníka"
"New Shipment for Order #%s","Nová zásilka pro objednávku číslo: %s"
"Newsletter Subscription","Odběr zpravodaje"
"No","Ne"
"No Items","Žádné položky"
"No Items To Refund","Žádné položky k vrácení"
"No Payment Methods","Žádné způsoby platby"
"No detail for number ""%s""","Žádné podrobnosti pro číslo ""%s"""
"No information available.","Nejsou dostupné informace o doručení"
"No items","Žádné položky"
"No order(s) were put on hold.","Žádné objednávky nebyly pozdrženy"
"No order(s) were released from holding status.","Žádné objednávky dokončené ze stavu pozdrženo"
"No ordered items","Žádné objednané položky"
"No shipping information available","Nejsou dostupné informace o doručení"
"No valid transaction found for this payment review.","Nenalezena platná transakce pro tuto platbu."
"Nominal Items","Žádné položky"
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.",""
"Nominal order registered.","Nominální pořadí registrovaných."
"Not Capture","Nezachycené"
"Not Initialized","Neoznamovat"
"Not Notified","Neoznamovat"
"Not enough valid data to save the parent transaction ID.","Neplatná data pro uložení nadřazené transakce."
"Notification Not Applicable","Upozornění není použitelné"
"Notified","Oznámit"
"Notify Customer by Email","Upozornit zákazníka"
"Number","Číslo"
"Number of Invoiced Orders","Počet objednávek"
"Number of Orders","Počet objednávek"
"Number of Refunded Orders","Počet objednávek"
"Offline Refunded","Vrácené položky"
"On Hold","Podržet"
"Online Refunded","Splacený"
"Order","Objednávka"
"Order #","Objednávka č."
"Order # ","Заказ №"
"Order # %s","Objednávka %s"
"Order # %s %s | %s","Objednávka %s - <small><em>%s</em></small>"
"Order #%s","Objednávka %s"
"Order #%s - %s","Objednávka %s - <small><em>%s</em></small>"
"Order API","API objednávky"
"Order Address Information","Informace o objednávce"
"Order Comment","Komentář k objednávce"
"Order Comment Email Sender","Email odesilatele komentáře k objednávce"
"Order Comment Email Template","Šablona emailu komentáře objednávky"
"Order Comment Email Template for Guest","Šablona emailu komentáře objednávky pro návštěvníka"
"Order Comments","Komentář k objednávce"
"Order Credit Memos","Dobropisy objednávky"
"Order Currency:","Měna objednávky:"
"Order Date","Datum objednávky"
"Order Date (%s)","Datum objednávky (%s)"
"Order Date: ","Datum objednávky: "
"Order Date: %s","<p><strong>Datum objednávky:</strong> %s</p>"
"Order Details","Detaily objednávky"
"Order Grand Total","Objednávka celkem"
"Order History","Historie objednávky"
"Order History Info","Historie objednávky"
"Order ID","API objednávky"
"Order Information","Informace o objednávce"
"Order Invoices","Faktury objednávky"
"Order Shipments","Zásilky objednávky"
"Order State","Stav objednávky"
"Order Status","Stav objednávky"
"Order Status Information","Informace o objednávce"
"Order Statuses","Stav objednávky"
"Order Subtotal","Součet objednávky"
"Order Taxes Report Grouped by Tax Rates",""
"Order Total","Objednávka celkem"
"Order Totals","Objednávka celkem"
"Order Update","Aktualizace objednávky"
"Order Update for Guest","Aktualizace objednávky pro návštěvníka"
"Order View","Objednávky"
"Order does not allow to be canceled.","Objednávka nemá možnost být zrušena."
"Order invoice","Faktura objednávky"
"Order is suspended as its capture amount %s is suspected to be fraudulent.",""
"Order object is not specified.","Objekt objednávky není specifikován."
"Order saving error: %s","Chyba při ukládání objednávky: %s"
"Order shipments","Zásilky objednávky"
"Order status does not exist.","Aktualizace objednávky pro návštěvníka"
"Order status with the same status code already exist.","Status objednávky s tímto kódem stavu již existuje."
"Order was placed using %s","Objednávka byla umístěna s použitím %s"
"Ordered","Objednáno"
"Ordered amount of %s.","Povolené množství: %s."
"Ordering amount of %s is pending approval on gateway.","Částka %s čeká na schválení platební bránou."
"Orders","Objednávky"
"Original Price","Původní cena"
"Original order item that recurring payment profile correspondss to.",""
"PDF Credit Memos","PDF Dobropis"
"PDF Invoices","PDF Faktury"
"PDF Packingslips","PDF průvodka"
"PDF Print-outs","PDF výstup"
"PDF object is not specified.","PDF objekt není specifikován."
"PDF page object is not specified.","Stránka PDF není specifikován."
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","Pdf total model by měl rozšiřovat Mage_Sales_Model_Order_Pdf_Total_Default"
"Packingslip # ","Průvodka # "
"Paid","Zaplacený"
"Paid Amount","Zaplacené množství"
"Parent Transaction ID","ID transakce: ""%s""."
"Parent transaction ID must have a transaction ID.","Nadřazené id transakce musí mít id transakce."
"Partial","Částečně"
"Payment Failed","Neúspěšné platby"
"Payment Information","Platební údaje"
"Payment Method","Platební metoda"
"Payment Method Name","Platební metoda"
"Payment Method:","Platební metoda:"
"Payment Review","Neúspěšné platby"
"Payment disallow storing objects.","Platba zakazuje ukládání objektů."
"Payment transactions disallow storing objects.","Platební transakce nepovoluje ukládání objektů."
"Payment type","Neúspěšné platby"
"Payment update has been made.","Zrušení platby proběhlo úspěšně."
"Pending","Čekající"
"Pending Payment","Čekající platba"
"Period","Období"
"Place Order Using Billing Agreements",""
"Placed from IP","Zadaná z IP"
"Please Select Products to Add","Vyberte produkt k přidání"
"Please Select a Customer","Vyberte zákazníka"
"Please Select a Store","Vyberte obchod"
"Please define PDF object before using.","Prosím definujte PDF objekt před jeho použitím"
"Please enter positive number in this field.","Prosím vložte kladné číslo do tohoto pole."
"Please specify a valid grid column alias name that exists in grid table.",""
"Price","Cena"
"Print","Vytisknout"
"Print All","Vytisknout vše"
"Print All Invoices","Vytisknout všechny faktury"
"Print All Refunds","Vytisknout všechny platby"
"Print All Shipments","Vytisknout všechny zásilky"
"Print Credit Memos","Vytisknout dobropis"
"Print Invoice","Vytisknout fakturu"
"Print Invoices","Vytisknout fakturu"
"Print Order","Vytisknout objednávku"
"Print Order # %s","Vytisknout objednávku %s"
"Print Packingslips","Vytisknout průvodky"
"Print Refund","Vytisknout platbu"
"Print Shipment","Vytisknout zásilku"
"Processing","Zpracování"
"Product","Produkt"
"Product Name","Název produktu"
"Products","Produkty"
"Products Bestsellers Report","Sestava nejprodávanějších produktů"
"Products in Comparison List","Produkty v seznamu porovnávání"
"Profile #%s","Faktura %s"
"Profile Information","Informace o objednávce"
"Profile State","Zisk"
"Profit","Zisk"
"Promotion Coupons Usage Report","Zpráva o využití kupónů"
"Proper payment object must be set.","Platební objekt musí být nastaven."
"Purchased From","Koupeno od"
"Purchased From (Store)","Koupeno z (obchod)"
"Purchased Item","Koupeno od"
"Purchased On","Objednáno"
"Qty","Množství"
"Qty Invoiced","Fakturované množství"
"Qty Ordered","Objednané množství"
"Qty Shipped","Odeslané množství"
"Qty To Add","Množství k přidání"
"Qty to Add","Množství k přidání"
"Qty to Invoice","Množství k fakturaci"
"Qty to Refund","Množství na vrácení peněz"
"Qty to Ship","Množství položek k doručení"
"Quantity Ordered","Objednané množství"
"Quote item id is not received.","Objekt položky není specifikován."
"Quote item is not loaded.","Citovaná položka není načtena."
"Rate","Sazba"
"Recent Orders","Poslední objednávky"
"Recently Compared Products","Nedávno porovnávané produkty"
"Recently Viewed","Poslední prohlížený"
"Recently Viewed Products","Navštívené produkty"
"Recurring Profile # %s","Trvalý příkaz č. %s"
"Recurring Profile Initial Fee","Počáteční poplatek trvalého příkazu"
"Recurring Profiles","Trvalé příkazy"
"Recurring Profiles (beta)","Trvalé příkazy (beta)"
"Reference ID","Referenční ID"
"Reference ID:","Referenční ID:"
"Refresh","Obnovit"
"Refund","Splátka"
"Refund #","Platba #"
"Refund #%s","Platba # %s"
"Refund Amount","Množství splátek"
"Refund Offline","Offline splátky"
"Refund Shipping","Náhrada přepravy"
"Refund Shipping (Excl. Tax)","Náhrada přepravy"
"Refund Shipping (Incl. Tax)","Náhrada přepravy"
"Refund Totals","Splátky celkem"
"Refunded","Splacený"
"Refunded amount of %s offline.","Offline vrácené množství od: %s."
"Refunded amount of %s online.","Online vrácené množství od: %s."
"Refunds","Platby"
"Registered a Void notification.","Upozornění na registrované a zrušené."
"Registered notification about approved payment.","Zaznamenáno oznámení o přijaté částce %s."
"Registered notification about authorized amount of %s.","Zaznamenáno oznámení o povolené částce %s."
"Registered notification about captured amount of %s.","Zaznamenáno oznámení o přijaté částce %s."
"Registered notification about denied payment.","Zaznamenáno oznámení o vrácené částce %s."
"Registered notification about refunded amount of %s.","Zaznamenáno oznámení o vrácené částce %s."
"Registered update about approved payment.","Zaznamenáno oznámení o přijaté částce %s."
"Registered update about denied payment.","Zaznamenáno oznámení o vrácené částce %s."
"Regular Payment","Čekající platba"
"Related Orders","Poslední objednávky"
"Remove","Odstranit"
"Remove Coupon Code","Odstranit kupón"
"Remove tracking number","Odebrat sledovací číslo"
"Reorder","Znovu objednat"
"Retrieve invoice info","Načíst informace o faktuře"
"Retrieve invoice information","Získat informace o faktuře"
"Retrieve list of invoices by filters","Získat filtrovaný seznam faktur"
"Retrieve list of orders by filters","Získat filtrovaný seznam objednávek"
"Retrieve list of shipments by filters","Získat filtrovaný seznam zásilek"
"Retrieve order information","Získat informace o objednávce"
"Retrieve orders info","Načíst informace o objednávce"
"Retrieve shipment info","Načíst informace o zásilce"
"Retrieve shipment information","Získat informace o zásilce"
"Return to Stock","Vrátit na sklad"
"Returned","Vrácené"
"Revenue","Odstranit"
"Row Subtotal","Součet řádek"
"Row Total","Celkem řádek"
"SHIP TO:","POSLAT NA:"
"SKU","SKU"
"SOLD TO:","PRODAT:"
"Sales","Prodeje"
"Sales Discount","Sleva"
"Sales Emails","Emaily prodeje"
"Sales Emails Section","Emaily prodeje"
"Sales Invoice Print View","Zobrazení faktury pro tisk"
"Sales Items","Emaily prodeje"
"Sales Order Print View","Zobrazit objednávky pro tisk"
"Sales Section","Prodeje"
"Sales Shipment Print View","Zobrazení zásilky pro tisk"
"Sales Shipping","Přeprava"
"Sales Tax","Prodeje"
"Sales Total","Emaily prodeje"
"Same As Billing Address","Stejná jako fakturační adresa"
"Save Order Address","Uložit v adresáři"
"Save Status","Nový stav"
"Save Status Assignment","Uložit přiřazený stav"
"Save in address book","Uložit v adresáři"
"Schedule","Plán"
"Select from existing customer addresses:","Vybrat z existujících zákaznických adres"
"Send Credit Memo Comment Email Copy To","Odeslat kopii komentáře dobropisu na email"
"Send Credit Memo Email Copy To","Odeslat kopii dobropisu na email"
"Send Email","Odeslat email"
"Send Invoice Comment Email Copy To","Poslat kopii komentáře k faktuře na email"
"Send Invoice Email Copy To","Poslat kopii faktury na email"
"Send Order Comment Email Copy To","Poslat kopii komentáře objednávky na email"
"Send Order Email","Poslat kopii objednávky na email"
"Send Order Email Copy Method","Poslat kopii objednávky jako"
"Send Order Email Copy To","Poslat kopii objednávky na email"
"Send Sales Emails","Odeslat prodejní emaily"
"Send Shipment Comment Email Copy To","Poslat kopii komentáře zásilky na email"
"Send Shipment Email Copy To","Poslat kopii zásilky na email"
"Send Tracking Information","Poslat sledovací informace"
"Set order for existing transactions not allowed","Tato operace vyžaduje existující transakční objekt."
"Ship","Doručit"
"Ship To","Poslat na"
"Ship to Name","Zásilka na jméno"
"Shipment","Zásilka"
"Shipment #","Zásilka"
"Shipment #%1$s | %3$s (%2$s)","Zásilka číslo: %s (%s)"
"Shipment #%s","Zásilka #%s"
"Shipment Comment Email Sender","Odesílatel emailu komentáře k zásilce"
"Shipment Comment Email Template","Šablona emailu komentáře k zásilce"
"Shipment Comment Email Template for Guest","Šablona emailu komentáře k zásilce pro návštěvníka"
"Shipment Comments","Komentář k zásilce"
"Shipment Email Sender","Odesílatel zásilkového emailu"
"Shipment Email Template","Šablona emailu zásilky"
"Shipment Email Template for Guest","Šablona emailu zásilky pro návštěvníka"
"Shipment Update","Aktualizace zásilky"
"Shipment Update for Guest","Aktualizace zásilky pro návštěvníka"
"Shipments","Zásilky"
"Shipped","Odesláno"
"Shipped By","Posláno"
"Shipping","Přeprava"
"Shipping & Handling","Poštovné a balné"
"Shipping &amp; Handling","Poštovné a balné"
