"2 Hours","2 hodiny"
"24 Hours","24 hodin"
"24h","24h"
"2YTD","za rok"
"6 Hours","6 hodin"
"80px x 80px","80px x 80px"
"80x80 px","80x80 px"
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading"">404 Error</h1><p>Stránka nenalezena.</p>"
"A new password was sent to your email address. Please check your email and click Back to Login.","Nové heslo bylo odesláno na Vaší emailovou adresu. Prosím zkontrolujte svůj email a klikněte zpět na přihlášení."
"A user with the same user name or email aleady exists.","Uživatel se stejným jménem nebo emailem už existuje."
"API Key","Klíč API"
"API Key Confirmation","Potvrzení klíče API"
"Abandoned Carts","Opuštěné košíky"
"About the calendar","O kalendáři"
"Access Denied","Přístup zamítnut"
"Access denied","Přístup zamítnut"
"Access denied.","Přístup zamítnut."
"Account Created in:","Účet vytvořen v:"
"Account Created on (%s):","Účet vytvořen v (%s):"
"Account Created on:","Účet vytvořen v:"
"Account Information","Informace o účtu"
"Account Status","Stav účtu"
"Account status","Stav účtu"
"Action","Událost"
"Actions","Akce"
"Actions XML","Události XML"
"Activate","Aktivovat"
"Active","Aktivní"
"Add","Přidat"
"Add Contents Path","Přidat obsah Cesta"
"Add Exception","Přidat výjimku"
"Add Field Mapping","Přidejte pole mapování"
"Add Field with URL:","Přidat pole s URL:"
"Add More Templates","Přidat více šablon"
"Add New Image","Přidat nový obrázek"
"Add New Profile","Přidat nový profil"
"Add New Role","Přidat novou roli"
"Add New Template","Přidat novou šablonu"
"Add New URL Rewrite","Přidat nový přepis url"
"Add New User","Přidat nového uživatele"
"Add New Variable","Přidat novou proměnnou"
"Add New osCommerce Profile","Přidat nový osCommerce profil"
"Add PHP Extension dependency","Přidat závislosti PHP rozšíření"
"Add Package dependency","Přidat závislosti balíčků"
"Add URL Rewrite","Přidat url alias"
"Add URL Rewrite for a Category","Přidat url alias pro kategorii"
"Add URL Rewrite for a Product","Přidat url alias pro produkt"
"Add after","Přidat za"
"Add to Cart","Do košíku"
"Add to Wishlist","Přidat do seznamu přání"
"Additional Cache Management","Pokročilá správa Cache"
"Address Type:","Typ adresy:"
"Admin","Admin"
"Advanced Admin Section","Pokročilé nastavení administrace"
"Advanced Profiles","Rozšířený profil"
"Advanced Section","Rozšířené"
"AirMail Template Preview","Náhled šablony AirMail"
"All","Vše"
"All Allowed Countries","Všechny dovolené země"
"All Cache","Všechnu cache"
"All Files","Všechny soubory"
"All Reviews","Všechny recenze"
"All Store Views","Pohled na všechny obchody"
"All Tags","Všechny štítky"
"All Websites","Všechny weby"
"All countries","Všechny země"
"All fields","Všechny pole"
"All possible rates were fetched, please click on ""Save"" to apply","Všechny možné sazby byly načteny, kliknutím na ""Uložit"" se aplikují"
"All rates were fetched, please click on ""Save"" to apply","Všechny sazby byly načteny, klikněte na ""Uložit"" pro použití"
"All valid rates have been saved.","Všechny platné sazby byly uloženy."
"Amounts","Množství"
"An error has occured while syncronizing media storages.","Během synchronizace úložiště médií se vyskytla chyba."
"An error occurred while clearing the JavaScript/CSS cache.","Chyba při čištění vyrovnávací paměti JavaScript/CSS."
"An error occurred while clearing the image cache.","Chyba při čištění vyrovnávací paměti obrázků."
"An error occurred while creating the backup.","Při zálohování nastala neočekávaná chyba."
"An error occurred while deleting email template data. Please review log and try again.","Chyba při mazání dat emailové šablony. Prosím prohlédněte si logy a zkuste to znovu."
"An error occurred while deleting this role.","Chyba při mazání této role."
"An error occurred while deleting this set.","Chyba při mazání této množiny."
"An error occurred while deleting this template.","Chyba při mazání této šablony."
"An error occurred while finishing process. Please refresh the cache","Chyba při dokončování procesu. Prosím obnovte cache"
"An error occurred while rebuilding the CatalogInventory Stock Status.","Chyba při přegenerovávání stavu skladu."
"An error occurred while rebuilding the catalog index.","Chyba při přegenerovávání katalogového indexu."
"An error occurred while rebuilding the flat catalog category.","Chyba při přegenerovávání flat katalogu kategorií."
"An error occurred while rebuilding the flat product catalog.","Chyba při přegenerovávání flat katalogu produktů."
"An error occurred while rebuilding the search index.","Chyba při přegenerovávání vyhledávacího indexu."
"An error occurred while refreshing the Catalog Rewrites.","Chyba při obnovování katalogových url."
"An error occurred while refreshing the Layered Navigation indices.","Chyba při obnovování rejstříku navigace."
"An error occurred while refreshing the catalog rewrites.","Chyba při obnově přepisu katalogových URL."
"An error occurred while refreshing the layered navigation indices.","Chyba při obnovování rejstříku navigace."
"An error occurred while saving account.","Chyba při ukládání účtu."
"An error occurred while saving the customer.","Chyba při ukládání zákazníka."
"An error occurred while saving this configuration:","Chyba při ukládání tohoto nastavení:"
"An error occurred while saving this role.","Chyba při ukládání role. "
"An error occurred while saving this template.","Chyba při ukládání této šablony."
"An error occurred while updating the selected review(s).","Chyba při aktualizování vybraných recenzí."
"Any","Vše"
"Any Attribute Set","Libovolná množina atributů"
"Any Group","Libovolná skupina"
"Any Status","Libovolný stav"
"Any Store","Libovolný obchod"
"Any Type","Libovolný typ"
"Any Visibility","Libovolná viditelnost"
"Apply Theme","Použít téma"
"Apply MAP","Aplikovat MAP"
"Archive file name:","Jméno zálohy:"
"Are you sure that you want to delete this template?","Jste si jisti, že chcete smazat tuto šablonu?"
"Are you sure that you want to strip tags?","Jste si jisti, že chcete odstranit štítky?"
"Are you sure you want to do this?","Jste si jisti, že to chcete udělat?"
"Area","Pole"
"As low as:","Méně než:"
"Assigned","Přiřazený"
"Associated Tags","Přidané štítky"
"Attribute Set Name:","Název množiny vlastností:"
"Attributes","Vlastnosti"
"Authors","Autoři"
"Automatic","Automaticky"
"Available Product Listing Sort By","Povolené možnosti řazení produktů"
"Available Products","Dostupné produkty"
"Average Order Amount","Průměrná hodnota objednávky"
"Average Orders","Průměrná hodnota objednávky"
"Back","Zpět"
"Back to Login","Zpět na přihlášení"
"Backup","Záloha"
"Backup record was deleted.","Záloha záznamu byla smazána."
"Backups","Zálohy"
"Base currency","Základní měna"
"Base Image","Hlavní obrázek"
"Bcc","Kopie"
"Bestsellers","Nejprodávanější"
"Big Image","Velký obrázek"
"Billing Address","Fakturační adresa"
"Billing Address: ","Fakturační adresa: "
"Billing Agreement","Platební podmínky"
"Billing Agreements","Platební podmínky"
"Block Information","Informace o bloku"
"Both (without and with tax)","Obě (s a bez daní)"
"Both IPN and PDT","Oba IPN a PDT"
"Browse Files...","Procházet soubory..."
"Bundle Items","Položky balení"
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Balení s dynamickou cenou nesmí obsahovat vlastní definované možnosti. Nastavení nebylo uloženo."
"CMS","CMS"
"CRITICAL","KRITICKÁ"
"CSV","CSV"
"CSV / Tab separated","CSV / Oddělená tabulka"
"Cache Control","Nastavení Cache"
"Cache Control (beta)","Ovládání cache (beta)"
"Cache Management","Správa Cache"
"Cache Type","Typ cache"
"Cancel","Zrušit"
"Cancel URL: ","Zrušit URL: "
"Cannot add new comment.","Nelze přidat nový komentář."
"Cannot add tracking number.","Nelze přidat sledovací číslo."
"Cannot create an invoice without products.","Nelze vytvořit fakturu bez produktů."
"Cannot create credit memo for the order.","Nelze vytvořit dobropis pro objednávku."
"Cannot delete the design change.","Nelze smazat změny v zobrazení."
"Cannot delete tracking number.","Nelze smazat sledovací číslo."
"Cannot do shipment for the order separately from invoice.","Nelze zaslat odděleně od faktury."
"Cannot do shipment for the order.","Nelze vyrobit zásilku pro objednávku."
"Cannot find the email address.","Nelze najít emailovou adresu."
"Cannot initialize shipment for adding tracking number.","Nelze inicializovat zásilku pro zadané sledovací číslo."
"Cannot initialize shipment for delete tracking number.","Nelze inicializovat zásilku pro smazání sledovacího čísla."
"Cannot load track with retrieving identifier.","Nelze načíst sledování zásilky se zadaným identifikátorem."
"Cannot retrieve tracking number detail.","Nelze získat podrobnosti ke sledování zakázky."
"Cannot save shipment.","Nelze uložit zásilku."
"Cannot save the credit memo.","Dobropis nelze uložit."
"Cannot send shipment information.","Nelze zaslat informace o zásilce."
"Cannot update item quantity.","Nelze upravit množství položky."
"Cannot update the item's quantity.","Nelze upravit množství položky."
"Card Verification Number","Ověřovací číslo karty (CCV)"
"Carrier","Přepravce"
"Catalog","Katalog"
"Catalog Price Rules","Pravidla cen pro katalog"
"Catalog Rewrites","Přepis katalogových url"
"Categories","Kategorie"
"Category:","Kategorie:"
"Chairs","Židle"
"Change Orientation","Změnit orientaci"
"Channel","Kanál"
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","Graf je vypnutý.Pokud chcete zobrazování grafu zapnout, <a href=""%s"">klikněte zde</a>."
"Checkbox","zaškrtávací políčko"
"Child Transactions","Podtransakce"
"Choose Store View","Vyberte pohled na obchod"
"Choose Store View:","Vyberte pohled na obchod:"
"Choose a selection...","Zvolte možnost..."
"Choose an attribute","Vyberte vlastnost"
"Chosen category does not associated with any website, ","Zvolená kategorie není přiřazena k žádné webové stránce,"
"Chosen product does not associated with any website, ","Vybraný produkt není přiřazen k žádné webové stránce,"
"Clear","Vymazat"
"Close","Zavřít"
"CMS Block","CMS Blok"
"Comment text field cannot be empty.","Pole komentáře nesmí být prázdné."
"Comments History","Historie komentářů"
"Complete","Hotovo"
"Configuration","Nastavení"
"Confirmed email:","Potvrzující email:"
"Connect with the Magento Community","Spojení s komunitou Magento"
"Contents","Obsah"
"Continue","Pokračovat"
"Convert to Plain Text","Převést na prostý text"
"Cookie (unsafe)","Cookie (nebezpečné)"
"Country","Země"
"Country:","Země:"
"Country of Manufacture","Země původu"
"Coupons","Kupóny"
"Create","Vytvořit"
"Create DB Backup","Vytvořit zálohu DB"
"Create New Attribute","Vytvořit nový atribut"
"Create URL Rewrite:","Vytvořit url alias:"
"Created At","Vytvořeno v"
"Credit Card %s","Platební karta: %s"
"Credit Card Number","Číslo platební karty"
"Credit Card Number: xxxx-%s","Číslo platební karty: xxxx-%s"
"Credit Card Type","Typ platební karty"
"Credit Card Type: %s","Typ platební karty: %s"
"Credit Memo History","Historie dobropisu"
"Credit Memo Totals","Dobropisy celkem"
"Credit Memos","Dobropisy"
"Credit memo #%s comment added","Přidán komentář k dobropisu %s"
"Credit memo #%s created","Vytvořen dobropis #%s"
"Credit memo's total must be positive.","Hodnota dobropisu musí být kladná."
"Currency","Měna"
"Currency Information","Informace o měně"
"Currency Setup Section","Nastavení měny"
"Current Configuration Scope:","Aktuální rozsah nastavení:"
"Current Month","Aktuální měsíc"
"Custom","Uživatelský"
"Custom Colors","Vlastní barvy"
"Custom Variable ""%s""","Vlastní proměnná ""%s"""
"Custom Variables","Vlastní proměnné"
"Customer","Zákazník"
"Customer Group:","Skupina zákazníků:"
"Customer Groups","Skupiny zákazníků"
"Customer Name","Jméno zákazníka"
"Customer Reviews","Zákaznické recenze"
"Customer Shopping Carts","Nákupní košík"
"Customer Since:","Zákazníkem od:"
"Customer Tax Classes","Daňová třída zákazníka"
"Customer with the same email already exists.","Zákazník s tímto emailem již existuje."
"Customers","Zákazníci"
"Customers by Number of Orders","Zákazníci dle počtu objednávek"
"Customers by Orders Total","Zákazníci podle hodnoty objednávek"
"DHTML Date/Time Selector","DHTML Date/Time Selector"
"Dashboard","Nástěnka"
"Data Format","Formát dat"
"Data transfer:","Přenos dat:"
"Database","Databáze"
"Dataflow - Advance Profiles","Dataflow - Rozšířený profil"
"Dataflow - Advanced Profiles","Dataflow - Rozšířený profil"
"Dataflow - Profiles","Dataflow - Profily"
"Date","Datum"
"Date & Time","Datum a Čas"
"Date Added","Datum přidání"
"Date Updated","Datum upraveno"
"Date selection:","Smazat výběr:"
"Date selector","Výběr data"
"Day","Den"
"Decimal separator:","Oddělovač desetin:"
"Default (Admin) Values","Výchozí (Admin) hodnota"
"Default Billing Address","Výchozí fakturační adresa"
"Default Config","Výchozí nastavení"
"Default Product Listing Sort By","Výchozí řazení produktů"
"Default Template from Locale","Výchozí šablona z překladu"
"Default Values","Výchozí hodnota"
"Default display currency ""%s"" is not available in allowed currencies.","Výchozí zobrazovaná měna ""%s"" není mezi povolenými měnami."
"Default scope","Výchozí rozsah"
"Delete","Smazat"
"Delete order","Smazat objednávku"
"Delete %s","Smazat %s"
"Delete %s '%s'","Smazat %s '%s'"
"Delete File","Smazat soubor"
"Delete Image","Smazat obrázek"
"Delete Profile","Smazat profil"
"Delete Role","Smazat roli"
"Delete Store","Smazat obchod"
"Delete Store View","Smazat pohled na obchod"
"Delete Template","Smazat šablonu"
"Delete User","Smazat uživatele"
"Delete Website","Smazat webové stránky"
"Description","Popis"
"Design","Vzhled"
"Design Section","Vzhled"
"Details","Podrobnosti"
"Developer Section","Vývoj"
"Direction:","Směr:"
"Disable","Zakázat"
"Disabled","Neaktivní"
"Display %s first","Zobrazit prvních %s"
"Display Actual Price","Zobrazit aktuální cenu"
"Display default currency","Zobrazit výchozí měnu"
"Display Mode","Režim zobrazení"
"Display Settings","Nastavení zobrazení"
"Distributed under GNU LGPL. See %s for details.","Distribuováno pod GNU LGPL. Pro detaily se podívejte na %s."
"Do not enable AVS or CSC options.  The do not work when using Payflow Link Silent Mode.","Nepovolujte možnosti AVS nebo CSC. Nefungují při použití Payflow Link Silent Mode."
"Do not set any fields in the Billing and Shipping Information block as editable in your Payflow accout.","Nenastavujte žádné pole ve fakturačním a dodacím informačním bloku jako upravitelné ve Vašem účtu Payflow."
"Do you really want to KILL parallel process and start new indexing process?","Opravdu chcete přerušit paralelní proces a spustit nové indexování?"
"Download","Stáhnout"
"Downloads","Stáhnout"
"Drag to move","Uchopit pro přesun"
"Drop-down","rozbalovací seznam"
"Edit","Upravit"
"Edit Design Change","Upravit změnu vzhledu"
"Edit Email Template","Upravit šablonu emailu"
"Edit Filter","Upravit filtr"
"Edit Poll","Upravit anketu"
"Edit Queue","Upravit frontu"
"Edit Review","Upravit recenzi"
"Edit Role","Upravit roli"
"Edit Store View","Upravit pohled na obchod"
"Edit System Template","Upravit systémovou šablonu"
"Edit Template","Upravit šablonu"
"Edit URL Rewrite","Upravit url alias"
"Edit User","Upravit uživatele"
"Edit User '%s'","Upravit uživatele '%s'"
"Edit Website","Upravit webové stránky"
"Email","E-mail"
"Email Address:","Emailová adresa:"
"Email Preview","Náhled emailu"
"Email to a Friend","Poslat známému"
"Email:","Email:"
"Enable","Povolit"
"Enable Secure Token:","Povolit bezpečné tokeny:"
"Enabled","Aktivní"
"Enclose Values In:","Hodnoty uzavřeny v:"
"Entity Attributes","Vlastnosti objektu"
"Entity Type","Typ entity"
"Entity type:","Typ entity:"
"Excel XML","Excel XML"
"Excl. Tax","Bez daně"
"Expiration Date","Datum platnosti"
"Expiration Date: %s/%s","Datum expirace: %s/%s"
"Export","Export"
"Export CSV","Export CSV"
"Export FAQ","Exportovat Často kladené dotazy"
"Export Filters","Filtry exportu"
"Export to:","Export do:"
"Export:","Export:"
"Extension","Rozšíření"
"Extensions","Rozšíření"
"FILTERS APPLIED","FILTRY APIKOVÁNY"
"FTP Host[:Port]","Server FTP [:Port]"
"Failed to add a product to cart by id ""%s"".","Chyba při přidávání produktu do košíku s id ""%s""."
"Failed to cancel the billing agreement.","Nepodařilo se zrušit platební podmínky."
"Failed to clear the JavaScript/CSS cache.","Chyba při čištění vyrovnávací paměti JavaScript/CSS."
"Failed to delete the billing agreement.","Nepodařilo se smazat platební podmínky."
"Failed to update the profile.","Chyba při aktualizaci profilu."
"Field","Pole"
"Field Mapping","Přiřazení pole"
"File","Soubor"
"File Information","Informace o souboru"
"File System","Souborový systém"
"File name:","Jméno souboru:"
"File size should be more than 0 bytes","Velikost souboru musí být větší než 0 bytů."
"Files","Soubory"
"Final Price","Konečná cena"
"Finished profile execution.","Profil dokončen."
"First Invoice Created Date","První datum vytvoření faktury"
"First Name","Jméno"
"First Name is required field.","Jméno je vyžadovaná položka."
"First Name:","Jméno:"
"Fixed","Pevné"
"Flush Catalog Images Cache","Vyprázdnit vyrovnávací paměť (cache) obrázků"
"Flush JavaScript/CSS Cache","Vyčistit vyrovnávací paměť JavaScript/CSS"
"For category","Pro kategorie"
"For latest version visit: %s","Pro poslední verzi navštivte: %s"
"For product","Pro produkt"
"Forgot your password?","Zapomněli jste heslo?"
"Forgot your user name or password?","Zapomněli jste uživatelské jméno nebo heslo?"
"From","Od"
"GLOBAL","GLOBAL"
"Gb","Gb"
"General Information","Všeobecné informace"
"General Section","Všeobecné informace"
"Get Image Base64","Obrázek v Base64"
"Get help for this page","Získat nápovědu pro tuto stránku"
"Global Attribute","Globální vlastnosti"
"Global Record Search","Globální hledání záznamu"
"Global Search","Globální hledání"
"Go Today","Přejít na dnešek"
"Go to messages inbox","Přejít do složky zpráv"
"Go to notifications","Přejít na upozornění"
"Google Base","Google Base"
"Google Base Items","Položky Google Base"
"Google Sitemaps","Google Sitemaps"
"Grand Total","Celkový součet"
"Grid (default) / List","Tabulka (výchozí) / Seznam"
"Grid Only","Jenom tabulka"
"Group:","Skupina:"
"Guest","Návštěvník"
"HTTP (unsecure)","HTTP (nezabezpečené)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Pomozte nám udržovat Magento aktuální - Hlaste všechny chyby. <br/> Chyby v překladu prosím hlaste na <a href=""http://www.iguru.eu/contact"">www.iguru.eu</a> kategorie ""Chyby v obchodě Magento"""
"Helper for options rendering doesn't implement required interface.","Pomocník pro volby renderování neimplementuje požadované rozhraní."
"Home","Domů"
"ID","ID"
"ID Path","ID cesta"
"IP Address","IP adresa"
"IPN (Instant Payment Notification) Only","Pouze IPN (Okamžitá notifikace platby - IPN)"
"If this message persists, please contact the store owner.","Pokud tato zpráva přetrvává, prosím kontaktujte provozovatele obchodu."
"If your Magento instance is used for multiple websites, you must configure a separate Payflow Link account for each website.","Pokud používáte instalaci Vašeho Magenta pro více webových stránek, musíte nakonfigurovat Payflow link účet pro každou ze stránek."
"Ignore","Ignorovat"
"Images","Obrázky"
"Images (.gif, .jpg, .png)","Obrázky (.gif, .jpg, .png)"
"Images Cache","Cache obrázků"
"Import","Import"
"Import / Export FAQ (Frequently Asked Questions)","Import / Export FAQ (Často kladené dotazy)"
"Import FAQ","Importovat Často kladené dotazy"
"Import Service","Služba import"
"Import and Export","Import a export"
"Import and Export Tax Rates","Import a export daňových sazeb"
"Import/Export","Import/Export"
"Import/Export Advanced","Rozšířený Import/Export"
"Import/Export Profile","Import/Export Profily"
"Important: ","Důležité:"
"Imported <strong>%s</strong> records","Importováno <strong>%s</strong> záznamů"
"In","V"
"In Database:","V databázi:"
"In File:","V souboru:"
"In Stock","Skladem"
"Inactive","Neaktivní"
"Inactive Tabs","Neaktivní záložky"
"Incl. Tax","S daní"
"Include","Obsahuje"
"Include in Navigation Menu","Zobrazit v navigačním menu"
"Incoming Message","Příchozí zpráva"
"Insert Variable...","Vložte proměnou..."
"Interactive","Interaktivní"
"Interface Locale: %s","Rozhraní v jazyce: %s"
"Invalid Form Key. Please refresh the page.","Chybný klíč formuláře. Prosím obnovte stránku."
"Invalid Import Service Specified","Chybně vybraná importní služba"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","Neplatná POST data (prosím zkontrolujte post_max_size a upload_max_filesize nastavení ve Vašem php.ini)"
"Invalid Secret Key. Please refresh the page.","Chybný tajný klíč. Prosím obnovte stránku."
"Invalid Username or Password.","Chybné uživatelské jméno nebo heslo."
"Invalid directory: %s","Chybný adresář: %s"
"Invalid email address ""%s"".","Chybná emailová adresa ""%s""."
"Invalid file: %s","Chybný soubor: %s"
"Invalid input data for %s => %s rate","Chybná vstupní data pro %s => %s sazbu"
"Invalid parent block for this block","Chybný rodičovský blok pro tento blok"
"Invalid parent block for this block.","Chybný rodičovský blok pro tento blok."
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Neplatné jméno odesilatele ""%s"". Prosím používejte pouze viditelné znaky a mezery."
"Invalidated","Zrušený"
"Inventory Stock Status","Stav skladu"
"Invoice #%s comment added","Komentář k faktuře %s přidán"
"Invoice #%s created","Faktura #%s vytvořena"
"Invoice History","Historie faktur"
"Invoice Totals","Faktury celkem"
"Invoice canceling error.","Chyba při rušení faktury."
"Invoice capturing error.","Chyba při zpracování faktury."
"Invoice voiding error.","Chyba při rušení faktury."
"Invoices","Faktury"
"Is Anchor","Rozcestník"
"Is Closed","Uzavřeno"
"Issue Number","Problém číslo"
"Issuer: %s","Vydavatel: %s"
"Items","Položky"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","Vyrovnávací paměť pro JavaScript/CSS"
"Kb","Kb"
"Last 24 Hours","Posledních 24 hodin"
"Last 5 Orders","Posledních 5 objednávek"
"Last 5 Search Terms","Posledních 5 vyhledávaných výrazů"
"Last 7 Days","Posledních sedm dní"
"Last Credit Memo Created Date","Datum vytvoření posledního dobropisu"
"Last Invoice Created Date","Datum poslední faktury"
"Last Logged In (%s):","Naposledy přihlášen (%s):"
"Last Logged In:","Naposledy přihlášen:"
"Last Name","Příjmení"
"Last Name is required field.","Příjmení je vyžadovaná položka."
"Last Name:","Příjmení"
"Last updated: %s. To refresh last day's <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","Naposledy aktualizováno: %s. K obnovení statistik za<a href=""%s"">poslední dny</a>, klikněte <a href=""%s"">zde</a>"
"Latest Message:","Poslední zpráva:"
"Layered Navigation Indices","Indexy vrstvy navigace"
"Layered Navigation Indices were refreshed.","Obnova vrstvy navigace proběhla v pořádku."
"Layered Navigation Price Step","Cenový krok vrstvy navigace"
"Leave empty to use tax identifier","Ponechte prázdné pro použití DIČ"
"Lifetime Sales","Tržba celkem"
"Lifetime statistics have been updated.","Statistiky byly aktualizovány."
"Links","Odkazy"
"Links with associated products will retain only after saving current product.","Odkazy na sdružené produkty se projeví po uložení produktu."
"List (default) / Grid","Seznam (výchozí) / Tabulka"
"List Only","Jenom seznam"
"Load Template","Nahrát šablonu"
"Load default template","Nahrát výchozí šablonu"
"Loading...","Nahrávám..."
"Local Server","Lokální server"
"Local/Remote Server","Lokální / vzdálený server"
"Locale","Místo a jazyk"
"Log In","Přihlásit se"
"Log Out","Odhlásit"
"Log in to Admin Panel","Přihlásit se do administračního panelu"
"Log into Magento Admin Page","Přihlásit se do administračního rozhraní"
"Logged in as %s","Přihlášen jako %s"
"Login","Přihlášení"
"Low Stock","Nízká zásoba"
"MAJOR","VYSOKÁ"
"MINOR","NÍZKÁ"
"MS Excel XML","MS Excel XML"
"Magento Admin","Magento Admin"
"Magento Commerce - Administrative Panel","Magento Commerce - Administrační rozhraní"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manažer"
"Magento Logo","Magento Logo"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento je obchodní známkou Irubin Consulting Inc. DBA Varien. <br/>Copyright &copy; %s Irubin Consulting Inc. <br/> Překlad <a href=""http://www.iguru.eu"">iguru.eu s.r.o.</a>"
"Magento ver. %s","Magento ver. %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento je ochranou známkou Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.<br/> Překlad <a href=""http://www.iguru.eu"">iguru.eu s.r.o.</a>"
"Main Tabs","Hlavní záložky"
"Make Inactive","Zneaktivnit"
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","Ujistěte se, že kódování dat v souboru je konzistentní a uložené v jednom z podporovaných kódování (UTF-8 nebo ANSI)."
"Make sure that you configure the design settings for the Payflow Link form in your Payflow link account.",""
"Manage Attribute Sets","Spravovat množinu vlastností"
"Manage Attributes","Správa vlastností"
"Manage Categories","Správa kategorií"
"Manage Content","Obsah Magento"
"Manage Currency Rates","Spravovat měnové kurzy"
"Manage Customers","Správa zákazníků"
"Manage Ratings","Spravovat hodnocení"
"Manage Stores","Spravovat obchody"
"Manage Tax Rules","Správa daňových pravidel"
"Manage Tax Zones and Rates","Správa daňových zón a sazeb"
"Manage osCommerce Orders","Spravovat objednávky osCommerce"
"Manage osCommerce Profiles","Spravovat profily osCommerce"
"Manual","Ruční"
"Matched Expression","Odpovídá výrazu"
"Max","Max"
"Mb","Mb"
"Media (.avi, .flv, .swf)","Média (.avi, .flv, .swf)"
"Media storages synchronization has completed!","Synchronizace úložiště médií byla dokončena."
"Meta Information","Meta Informace"
"Messages Inbox","Přijaté zprávy"
"Min","Min"
"Month","Měsíc"
"More Tabs","Více záložek"
"Most Viewed","Nejprohlíženější"
"Most Viewed Products","Nejprohlíženější produkty"
"Multiple Select","Vícenásobný výběr (označení)"
"My Account","Můj účet"
"N/A","nedefinováno"
"NOTICE","UPOZORNĚNÍ"
"Name","Jméno"
"Name on Card","Jméno na kartě"
"Name on the Card: %s","Jméno na kartě: %s"
"Name:","Jméno:"
"New ","Nový "
"New API Key","Nový klíč API"
"New Accounts","Nové účty"
"New Attribute","Vytvořit nový atribut"
"New Block","Vytvořit nový blok"
"New Category","Vytvořit novou kategorii"
"New Class","Vytvořit novou třídu"
"New Condition","Vytvořit nové pravidlo"
"New Custom Variable","Vytvořit novou vlastní proměnnou"
"New Customer","Vytvořit nového zákazníka"
"New Customers","Noví zákazníci"
"New Design Change","Vytvořit novou změnu vzhledu"
"New Email Template","Nová šablona emailu"
"New Group","Vytvořit novou skupinu"
"New Invoice","Vytvořit novou fakturu"
"New Item Type","Nový typ položky"
"New Memo","Vytvořit novou poznámku"
