"CSV","CSV"
"Cancel","Zrušit"
"Cannot save address.","Nelze uložit adresu."
"Cannot save the customer.","Nelze uložit zákazníka."
"Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged.","Nelze sdílet zákaznické účty globálně, existují zákaznické účty se stejnými emailovými adresami v různých obchodech a nemohou být sloučeny."
"Change Account Password","Změnit heslo účtu"
"Change Billing Address","Změnit"
"Change Password","Změnit heslo"
"Change Shipping Address","Změnit dodací adresu"
"City","Město"
"Company","Společnost"
"Config","Nastavení"
"Configure","Nastavení"
"Confirm New Password","Potvrdit nové heslo"
"Confirm Password","Potvrdit heslo"
"Confirmation Link Email","Email s potvrzujícím odkazem"
"Confirmed","Potvrzený"
"Contact Information","Kontaktní informace"
"Continue Shopping","Pokračovat v nákupu"
"Country","Země"
"Create","Vytvořit"
"Create New Account Options","Vytvořit nový účet s volbami"
"Create New Customer Account","Vytvořit nový zákaznický účet"
"Create Order","Vytvořit objednávku"
"Create an Account","Vytvořit účet"
"Create customer","Vytvořit zákazníka"
"Create customer address","Vytvořit adresu zákazníka"
"Current Password","Současné heslo"
"Customer","Zákazník"
"Customer Account Edit Form","Formulář pro úpravu zákaznického účtu"
"Customer Account Login Form","Přihlašovací stránka zákazníka"
"Customer Account Logout Success","Úspěšné odhlášení"
"Customer Account Registration Form","Registrační stránka zákazníka"
"Customer Addresses","Adresy zákazníka"
"Customer Api","API zákazníků"
"Customer Configuration","Nastavení zákazníka"
"Customer Forgot Password Form","Stránka ""Zapomenuté heslo"""
"Customer Group","Skupina zákazníků"
"Customer Groups","Skupiny zákazníků"
"Customer Information","Informace o zákazníkovi"
"Customer Login","Přihlášení zákazníka"
"Customer My Account (All Pages)","Zákaznické účty (všechny stránky)"
"Customer My Account Address Book","Můj adresář"
"Customer My Account Address Edit Form","Upravit adresu účtu"
"Customer My Account Dashboard","Moje nástěnka"
"Customer Since","Zákazníkem od"
"Customer View","Zákaznický pohled"
"Customer collection expected.","Je očekávána kolekce zákazníka."
"Customer email is required.","Zákazníkův email je vyžadován."
"Customer website ID must be specified when using the website scope.","Zákaznické id musí být specifikováno před použitím rozsahu stránek."
"Customer will stay on the current page if ""No"" is selected.","Zákazník zůstane na této stránce pokud zvolí možnost ""Ne""."
"Customers","Zákazníci"
"Customers Only","Pouze zákazníci"
"Customers Section","Zákazníci"
"DD","DD"
"Date","Datum"
"Date Added","Přidáno datum"
"Date of Birth","Datum narození"
"Day","Den"
"Days in Wishlist","Dny v seznamu přání"
"Default Addresses","Výchozí adresy"
"Default Billing Address","Výchozí fakturační adresa"
"Default Email Domain","Výchozí E-mail"
"Default Group","Výchozí skupina"
"Default Shipping Address","Výchozí dodací adresa"
"Default Welcome Email","Výchozí uvítací email"
"Delete","Smazat"
"Delete Address","Smazat adresu"
"Delete Customer","Smazat zákazníka"
"Delete Customer Group","Smazat zákaznickou skupinu"
"Delete customer","Smazat zákazníka"
"Delete customer address","Smazat zákazníkovu adresu"
"Deleted Stores","Smazat obchody"
"Details","Detaily"
"Disabled","Neaktivní"
"Edit","Upravit"
"Edit Account Info","Upravit informace o účtu"
"Edit Account Information","Upravit informace o účtu"
"Edit Address","Upravit adresu"
"Edit Address Entry","Upravit adresní záznam"
"Edit Customer Group ""%s""","Upravit zákaznickou skupinu ""%s"""
"Edit Customer Groups","Upravit zákaznickou skupinu"
"Edit Customer's Address","Upravit zákaznické adresy"
"Edit Group","Upravit skupinu"
"Edit Newsletters","Upravit zpravodaje"
"Email","E-mail"
"Email Address","Emailová adresa"
"Email Sender","Odesílatel emailu"
"Email:","Email:"
"Entity collection is expected.","Je očekávána skupina údajů."
"Entity instance is not defined","Instance entity není definována"
"Entity object is undefined","Entita objektu je nedefinovaná"
"Excel XML","Excel XML"
"Failed to confirm customer account.","Chybně potvrzený účet zákazníka."
"Fax","Fax"
"First Name","Jméno"
"Forgot Email Sender","Zapomenut odesílatel"
"Forgot Email Template","Zapomenuté heslo"
"Forgot Your Password?","Zapomněli jste heslo?"
"Form Fields Before","Pole formuláře před"
"Form code is not defined","Kód formuláře není definován"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","Na nástěnce Vašeho účtu můžete sledovat souhrn posledních událostí na Vašem účtu. Vyberte odkaz níže pro prohlížení nebo úpravu informací."
"Gender","Pohlaví"
"General Subscription","Hlavní odběr"
"Generate Human-Friendly Customer ID","Generovat přátelské zákaznické ID"
"Global","Globální"
"Grand Total","Celkový součet"
"Group","Skupina"
"Group Information","Informace o skupině"
"Group Name","Jméno skupiny"
"Guest","Návštěvník"
"HTML","HTML"
"Hello, %s!","Vítejte, %s!"
"ID","ID"
"IP Address","IP adresa"
"If you have an account with us, please log in.","Pokud zde máte účet, pak se prosím přihlašte."
"Invalid attribute option specified for attribute %s (%s), skipping the record.","Byla specifikována neplatná volba pro atribut %s (%s), záznam byl vynechán."
"Invalid attribute set specified, skipping the record.","Byla specifikována neplatná sada atributů, záznam vynechán."
"Invalid current password","Zadané heslo je neplatné"
"Invalid customer data","Chybná zákaznická data"
"Invalid email address.","Chybná emailová adresa."
"Invalid login or password.","Neplatné uživatelské jméno nebo heslo."
"Invalid store specified, skipping the record.","Byl vybrán neplatný obchod, záznam byl vynechán."
"Last Activity","Poslední událost"
"Last Date Subscribed","Poslední den odběru"
"Last Date Unsubscribed","Poslední den zrušení odběru"
"Last Name","Příjmení"
"Last URL","poslední přihlášení z"
"Leave empty for default (15 minutes).","Ponechte prázdné pro výchozí hodnotu (15 minut)."
"Leave empty for default (2). Valid range: 1-4","Ponechte prázdné pro výchozí (2). Platný rozsah je 1- 4."
"Lifetime Sales","Průběh prodeje"
"Log In","Přihlásit se"
"Log Out","Odhlásit"
"Login","Přihlášení"
"Login Information","Přihlašovací informace"
"Login Options","Možnosti přihlášení"
"Login and password are required.","Jméno a heslo je vyžadováno."
"Login or Create an Account","Přihlásit se, nebo vytvořit účet"
"M.I.","M.I."
"MM","MM"
"Manage Addresses","Správa adres"
"Manage Customers","Správa zákazníků"
"Missing email, skipping the record.","Chybí email, záznam byl vynechán."
"Missing firstname, skipping the record.","Chybí jméno, záznam byl vynechán."
"Missing lastname, skipping the record.","Chybějící příjmení, záznam byl vynechán."
"Month","Měsíc"
"My Account","Můj účet"
"My Account Wrapper","Můj účet"
"My Dashboard","Moje nástěnka"
"My Orders","Moje objednávky"
"Name","Jméno"
"Name and Address Options","Možnosti adresy a jména"
"Never","Nikdy"
"New Address","Nová adresa"
"New Address Entry","Nový adresní záznam"
"New Customer","Nový zákazník"
"New Customer Address","Nová zákaznická adresa"
"New Customer Group","Nová zákaznická skupina"
"New Customer Groups","Nová skupina zákazníků"
"New Customers","Noví zákazníci"
"New Group","Nová skupina"
"New Password","Nové heslo"
"New account","Nový účet"
"New account confirmation key","Nový potvrzovací klíč účtu"
"New account confirmed","Nově potvrzený účet"
"New password","Nové heslo"
"New password field cannot be empty.","Pole s heslem nesmí být prázdné."
"Newsletter","Zpravodaj"
"Newsletter Finish","Zpravodaj dokončen"
"Newsletter Information","Informace o zpravodaji"
"Newsletter Received","Zpravodaj obdržen"
"Newsletter Start","Start zpravodaje"
"Newsletter Subscription","Odběry zpravodaje"
"Newsletters","Zpravodaje"
"No","Ne"
"No Items Found","Nenalezeny položky"
"No Newsletter Found","Zpravodaj nenalezen"
"No customer collections found","Kolekce zákazníka nenalezena"
"No item specified.","Nespecifikovány položky."
"Not Sent","Neodesláno"
"Not confirmed, can login","Nepotvrzeno, lze se přihlásit"
"Not confirmed, cannot login","Nepotvrzeno, nelze se přihlásit"
"Number of Lines in a Street Address ","Počet řádků ulice v adrese "
"Offline","Offline"
"Online","Online"
"Online Customers","Online zákazníci"
"Online Customers Options","Možnosti online zákazníků"
"Online Minutes Interval","Online interval v minutách"
"Order #","Objednávka č."
"Order Total","Objednávka celkem"
"Orders","Objednávky"
"PDF","PDF"
"Password","Heslo"
"Password Management","Nastavení hesla"
"Password Options","Možnosti hesla"
"Password forgotten","Zapomenuté heslo"
"Password:","Heslo:"
"Paused","Pozastaveno"
"Pending","Čekající"
"Per Website","Na webové stránky"
"Personal Information","Osobní informace"
"Please enter your email below and we will send you a new password.","Prosím zadejte svůj email a my Vám zašleme nové heslo."
"Please enter your email below and we'll send you confirmation link for it.","Prosím zadejte svůj email a my Vám zašleme potvrzující odkaz."
"Please enter your email.","Zadejte Váš email."
"Please select","Prosím vyberte"
"Please select region, state or province","Vyberte prosím oblast, stát nebo provincii"
"Please, check your email for confirmation key.","Prosím zkontrolujte Váš email pro potvrzovací klíč."
"Prefix","Titul před jménem"
"Prefix Dropdown Options","Rozbalovací nabídka předpon"
"Price","Cena"
"Product","Produkt"
"Product ID","ID Produktu"
"Product Name","Název produktu"
"Product Reviews","Recenze produktů"
"Product Tags","Štítky produktu"
"Purchase On","Koupeno"
"Purchased At","Koupeno v "
"Qty","Množství"
"Recent Orders","Poslední objednávky"
"Records for %s store found.","Záznamy pro ""%s"" nalezeny."
"Redirect Customer to Account Dashboard after Logging in","Přesměrovat zákazníka na jeho nástěnku po přihlášení"
"Refunded","Splacený"
"Registered Customers","Registrovaní zákazníci"
"Remove","Odstranit"
"Require Emails Confirmation","Vyžadovat potvrzení emailem"
"Retrieve address data","Načíst adresu"
"Retrieve address info","Získat informace o adrese"
"Retrieve customer addresses","Získat adresy zákazníka"
"Retrieve customer data","Načíst data zákazníka"
"Retrieve customer groups","Získat zákaznickou skupinu"
"Retrieve customer info","Získat informace o zákazníkovy"
"Retrieve customers","Získat zákazníky"
"Retrieve your confirmation link here","Zde získáte potvrzující odkaz"
"Retrieve your password here","Zde získáte Vaše heslo"
"SKU","SKU"
"Sales Statistics","Statistiky prodeje"
"Save","Uložit"
"Save Address","Uložit adresu"
"Save Customer","Uložit zákazníka"
"Save Customer Group","Uložit zákaznickou skupinu"
"Save Password","Uložit heslo"
"Save and Continue Edit","Uložit a pokračovat v úpravách"
"Saved %d record(s)","Uloženo záznamů %d"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Středník (;) oddělené hodnoty.<br/> Vložte středník na začátek pro nechání první prázdné položky.<br/>Ponechte prázdné pro otevřené textové pole."
"Send From","Zasílat od"
"Send Welcome Email","Odeslat uvítací email"
"Send Welcome Email after Confirmation","Odeslat uvítací mail po potvrzení"
"Send auto-generated password","Odeslat automaticky vygenerované heslo"
"Send confirmation link","Odeslat potvrzující odkaz"
"Sending","Zaslání"
"Sent","Odesláno"
"Session Start Time","Začátek session"
"Set as Default Billing Address","Nastavit jako výchozí fakturační adresu"
"Set as Default Shipping Address","Nastavit jako výchozí doručovací adresu"
"Share Customer Accounts","Sdílet zákaznické účty"
"Shipped to First Name","Odesláno na jméno"
"Shipped to Last Name","Odesláno na příjmení"
"Shipped to Name","Odesláno na jméno"
"Shopping Cart","Nákupní košík"
"Shopping Cart - %d item(s)","Nákupní košík - položek: %d"
"Show Date of Birth","Zobrazit datum narození"
"Show Gender","Zobrazit pohlaví"
"Show Middle Name (initial)","Zobrazit prostřední jméno (iniciály)"
"Show Prefix","Zobrazit titul před jménem"
"Show Suffix","Zobrazit příponu"
"Show Tax/VAT Number","Zobrazit DIČ"
"Sign Up for Newsletter","Přihlásit se k odběru zpravodaje"
"Skipping import row, required field ""%s"" is not defined.","Přeskočen import řádku, požadované pole ""%s"" není definované."
"Skipping import row, website ""%s"" field does not exist.","Přeskočen import řádku, pole stránky ""%s"" neexistuje."
"State/Province","Stát/provincie"
"Status","Stav"
"Store","Obchod"
"Store View","Obchod Pohled"
"Street Address","Ulice"
"Street Address ","Ulice"
"Street Address %s","Ulice %s"
"Subject","Předmět"
"Submit","Odeslat"
"Subscribe to Newsletter","Přihlásit k odběru zpravodaje"
"Subscribed to Newsletter?","Odebírat zpravodaj?"
"Suffix","Titul za jménem"
"Suffix Dropdown Options","Rozbalovací nabídka titulů za jménem"
"Tag Name","Jméno štítku"
"Tax Class","Daňová třída"
"Tax/VAT number","DIČ"
"Telephone","Telefon"
"Text","Text"
"Text One Line","Jedna řádka textu"
"Thank you for registering with %s.","Děkujeme Vám za registraci u %s."
"The account information has been saved.","Informace o účtu byly úspěšně uloženy."
"The address does not belong to this customer.","Adresa nepatří tomuto zákazníkovi."
"The address has been deleted.","Adresa byla smazána."
"The address has been saved.","Adresa byla uložena."
"The customer does not have default billing address.","Zákazník nemá vyplněnu fakturační adresu."
"The customer group has been deleted.","Skupina zákazníků byla smazána."
"The customer group has been saved.","Skupina zákazníků byla uložena."
"The group ""%s"" cannot be deleted.","Skupina ""%s"" nemůže být smazána."
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","Heslo musí mít více jak 6 znaků. Počáteční a koncové mezery budou ignorovány."
"The suffix that goes after name (Jr., Sr., etc.)","Titul za jménem (junior, CSc, Ph.D.)"
"The title that goes before name (Mr., Mrs., etc.)","Titul před jménem (pan, paní, atd.)"
"There are no items in customer's wishlist at the moment","Momentálně nejsou žádné položky v zákaznických seznamech přání"
"There are no items in customer's shopping cart at the moment","Momentálně nejsou žádné položky v zákaznických košících"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","V systému již účet s touto emailovou adresou existuje. Pokud jste si jisti, že se jedná o Vaší emailovou adresu, <a href=""%s"">klikněte zde</a> pro získání nového hesla a přístupu k Vašemu účtu."
"This account is not confirmed.","Tento účet nebyl potvrzen."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","Tento účet nebyl potvrzen. <a href=""%s"">klepně zde</a> pro znovuzaslání potvrzujícího emailu."
"This customer email already exists.","Tento zákazníkův email už existuje."
"This customer has no saved addresses.","Tento zákazník nemá uloženou adresu."
"This email address was not found in our records.","Takový email není v naší databázi uložen."
"This email does not require confirmation.","Tento email nevyžaduje potvrzení."
"This email will be sent instead of default welcome email, after account confirmation.","Tento email bude odeslán po výchozím uvítacím emailu, poté, co je účet potvrzen."
"This is My Default %s Address","Toto je moje hlavní <strong>%s</strong> adresa"
"To Cart","Do košíku"
"Total","Celkem"
"Type","Typ"
"Unknown","Neznámý"
"Unsubscribe from Newsletter","Zrušit odebírání zpravodaje"
"Update","Aktualizovat"
"Update customer address data","Aktualizovat data zákaznické adresy"
"Update customer data","Aktualizovat data zákazníka"
"Use as My Default %s Address","Použít jako mojí hlavní <strong>%s</strong> adresu"
"Use as My Default Billing Address","Nastavit jako moji výchozí fakturační adresu"
"Use as My Default Shipping Address","Nastavit jako moji výchozí doručovací adresu"
"Use as my default billing address","Použít jako mojí výchozí <strong>fakturační</strong> adresu"
"Use as my default shipping address","Použít jako moji výchozí <strong>dodací</strong> adresu"
"View","Pohled"
"View Order","Zobrazit objednávku"
"Visitor","Návštěvník"
"Visitors Only","Pouze návštěvníci"
"Website","Webové stránky"
"Welcome Email","Uvítací email"
"Wishlist","Seznam přání"
"Wishlist - %d item(s)","Seznam přání - položek: %d"
"Wrong confirmation key.","Chybný potvrzující klíč."
"Wrong customer account specified.","Chybně specifikován zákaznický účet."
"Wrong email.","Špatný email."
"Wrong transactional account email type.","Chybný typ transakčního emailu."
"YYYY","YYYY"
"Year","Rok"
"Yes","Ano"
"You are currently not subscribed to any newsletter.","Nejste momentálně přihlášen k odběru žádných novinek."
"You are currently not subscribed to our newsletter.","Momentálně nejste přihlášen k odběru zpravodaje."
"You are currently subscribed to 'General Subscription'.","Jste přihlášen k odběru hlavních novinek."
"You are currently subscribed to our newsletter.","Nyní jste přihlášen k odběru našeho zpravodaje."
"You are now logged out","Nyní jste odhlášeni"
"You have logged out and will be redirected to our homepage in 5 seconds.","Úspěšně jste se odhlásili a během 5 sekund budete přesměrováni na hlavní stránku."
"You have no additional address entries in your address book.","V adresáři nemáte žádné další záznamy."
"You have no additional entries in your address book.","V adresáři nemáte žádné další záznamy."
"You have no default billing address in your address book.","Ve Vašem adresáři nemáte žádnou výchozí fakturační adresu."
"You have no default entries in your address book.","V adresáři nemáte žádné záznamy."
"You have no default shipping address in your address book.","Ve Vašem adresáři nemáte žádnou výchozí dodací adresu."
"You have not set a default billing address.","Nemáte nastavenou fakturační adresu."
"You have not set a default shipping address.","Nemáte nastavenou dodací adresu."
"You have placed no orders yet.","Zatím jste neodeslali žádnou objednávku."
"You have placed no products yet.","Nemáte vložené žádné produkty"
"Your account balance is: %s","Bilance Vašeho účtu je: <strong>%s</strong>"
"ZIP","PSČ"
"ZIP/Post Code","PSČ"
"Zip/Postal Code","PSČ"
"n/a","nedefinováno"
"or","nebo"
"Customer Group was successfully saved","Skupina zákazníků byla úspěšně uložena"
"Date of Birth is required.","Datum narození je vyžadován."
"First name can't be empty","Jméno nesmí být prázdné"
"Gender is required.","Údaj pohlaví je vyžadováno."
"Invalid email address ""%s""","Chybná emailová adresa ""%s"""
"Last name can't be empty","Příjmení nesmí být prázdné"
"Password can't be empty","Pole s heslem nesmí být prázdné."
"Password minimal length must be more %s","Minimální délka hesla musí být větší než %s"
"Please make sure your passwords match.","Ujistěte se prosím, že hesla souhlasí."
"Product name","Jméno produktu"
"Saved ","Uloženo "
"Subscribe to newsletter","Odebírat zpravodaj"
"TAX/VAT number is required.","DIČ je vyžadováno."
"Tax class","Daňová třída"
"User description","Popis uživatele"
"Visible In","Viditelné v"
"XML","XML"
"You are currently subscribed to our newsletter","Jste zapsán k odběru našeho zpravodaje"
